pmid,first_half,second_half_gold,word_count
33984206,"Objetivo. Describir la evidencia sobre la presencia e infectividad de SARS-CoV-2 y otros coronavirus en aguas residuales y su potencial uso como herramienta de vigilancia epidemiológica. Material y métodos. Búsqueda de publicaciones en PubMed y medRxiv desde enero 2003 hasta el 8 de junio de 2020 de acuerdo con la guía de revisiones rápidas de Cochrane. Resultados. Se incluyeron 29 publicaciones. El ARN de SARS-CoV-2 no infectivo se encontró en agua residual hospitalaria, agua residual","cruda, tratada y lodos de plantas de tratamiento. Los niveles cuantitativos de ARN viral en agua residual presentan relación con el número de casos de Covid-19. SARS-CoV-1 y otros coronavirus permanecieron infectivos en agua residual cruda hasta por dos días. Conclusiones. Hasta esta revisión no existe evidencia sobre la presencia de virus infectivos de SARS-CoV-2 en agua residual cruda o tratada. La cuantificación de ARN de SARS-CoV-2 en agua residual es útil para la vigilancia epidemiológica.",151
33984205,Objetivo. Identificar evidencia científica sobre la transmisión indirecta del SARS-CoV-2 en espacios extrahospitalarios y medidas poblacionales para su prevención. Material y métodos. Una revisión rápida de lo publicado en PubMed y MedRxiv entre 01/12/2019 y 24/04/2020 sobre los temas 1) la contaminación y viabilidad del SARS-CoV-2 en distintas superficies inanimadas; 2) la efectividad desinfectante ante SARS-CoV-2 de productos accesibles a nivel domiciliario; 3) los casos y brotes de contagio de SARS-CoV-2 por medio de superficies. Resultados. Una alta proporción,"de los objetos de personas infectadas con SARS-CoV-2 (inodoro, ollas y tabletas electrónicas) se encuentran contaminados. Este virus permanece viable desde horas hasta días en papel, cartón, tela, vidrio, madera, plástico, acero y cubrebocas. El etanol, 2-propanol, cloro y jabón son efectivos para desactivarlo. Existe poca evidencia sobre casos y brotes por contagio indirecto. Conclusiones. Se requieren estudios que determinen la dosis mínima infectante por autoinoculación. Apelando al principio precautorio, se incluyeron recomendaciones para reducir el riesgo de contagio indirecto.",159
33984204,"Objetivo. Establecer criterios médicos de retorno al trabajo en personal con riesgo de complicaciones por Covid-19. Material y métodos. Se realizó una revisión sistemática para identificar las condiciones y las características clínicas que influyen en el riesgo de desarrollar Covid-19 grave. Resultados. Se ha demostrado incremento del riesgo en obesidad, edad >60 años, diabetes mellitus, hipertensión arterial, enfermedad pulmonar obstructiva crónica, enfermedad cardiovascular, enfermedad renal crónica y","cáncer. Solamente en diabetes se ha estudiado si el control previo influye. Se proponen condiciones específicas y el nivel de riesgo epidemiológico para el retorno al trabajo. Conclusiones. El retorno laboral de estos grupos debe priorizarse buscando favorecer el control de la enfermedad, identificando el estado de salud que incrementa el riesgo y protegiendo el derecho al trabajo. Se presentan recomendaciones para guiar la reincorporación al trabajo.",134
33942727,"Sr Director: En el último número, se ha publicado en la revista bajo el formato de Casos Clínicos, el trabajo",(15): Metástasis peneana de carcinoma urotelial: Revisión de la literatura a raíz de un caso de Polancoet al. (Arch.Esp.Urol. 2021;74:208)...,40
33784279,"Evaluar la reproducibilidad y la seguridad de un programa de cirugía colorrectal laparoscópica en dos centros de Sudamérica. Se realizó un estudio analítico-descriptivo. Se revisaron retrospectivamente los registros clínicos de pacientes sometidos a cirugía videolaparoscópica colorrectal desde el año 2012 hasta el año 2018, en dos centros académicos de tercer nivel argentinos. Se analizaron datos demográficos, indicaciones y tiempos quirúrgicos, tasa de conversión, evolución posoperatoria, morbimortalidad y resecabilidad oncológica, y se comparó con el abordaje convencional. Se realizaron 505 cirugías. La edad media de los pacientes fue de 63.4 años y el 50.9% eran hombres. El tiempo operatorio medio fue de 175 minutos. La principal indicación fue cáncer de colon. La incidencia de conversión fue del 9.5%. El promedio de ganglios por pieza quirúrgica en patología neoplásica fue de 15.9. La morbilidad fue del 35.4%, en su mayoría complicaciones menores. La tasa de fístulas fue del 11.7%. La mortalidad a 30 días fue del 2.5%. La cirugía colorrectal laparoscópica podría representar una","opción segura y reproducible en un centro de tercer nivel de un país en desarrollo. To evaluate the feasibility and safeness of a colorectal laparoscopic program in two centers form South America. We retrospectively review the records of patients who underwent laparoscopic colorectal surgery from 2012 to 2018 in two tertiary care academic centers. Surgical indication, operative time, conversion rate, lymph nodes harvested, surgical margins and complications were analyzed. This results were then compared to the open approach. We collected data from 505 patients, mean age 63.4, 50.9% male. The most frequent indication was colon cancer, mean operative time was 175 minutes. Conversion rate was 9.5%, mean nodes harvested was 15.9 with free resection margins in every case. Morbidity was 35.4% at 30 days, most of them were minor complications. The leak rate was 11.7 %. The 30-day mortality was 2.5%. The laparoscopic approach for colorectal surgery might represent a safe and feasible option in an tertiary care hospital from a developing country.",325
33784270,"Introducción: Streptococcus gallolyticus subsp. pasteurianus es un coco grampositivo, catalasa negativo, perteneciente al grupo D de Lancefield, que se encuentra relacionado con cuadros de sepsis neonatal, específicamente con meningitis. Caso clínico: Se reporta el caso de un paciente de 2 meses con un cuadro de meningitis por S. gallolyticus subsp. pasteurianus. Se describen la","sintomatología y el abordaje diagnóstico y terapéutico. Asimismo, se realiza una revisión de la literatura que evidencia el subdiagnóstico de este agente como causa de meningitis en pediatría. Conclusiones: Este caso representa el primer aislamiento de este agente en el Hospital Nacional de Niños de Costa Rica, de la Caja Costarricense de Seguro Social.",108
33783460,"Introducción: La perforación intestinal espontánea es una condición que afecta principalmente a neonatos pretérmino. Caso clínico: Se presenta el caso de un neonato pretérmino de 26 semanas de gestación con neumoperitoneo en las primeras 24 horas de vida. Por lo precoz del cuadro y los hallazgos radiológicos, la primera hipótesis diagnóstica fue una perforación gástrica. Sin embargo, en la laparotomía se encontró una perforación ileal única, sin hallazgos de enterocolitis. Conclusiones: La perforación intestinal espontánea","se ha asociado con intervenciones médicas, como el uso concomitante de esteroides e indometacina. Otras intervenciones, como el uso de magnesio prenatal y la colocación de surfactante pulmonar de forma mínimamente invasiva, se han propuesto como factores de riesgo para su desarrollo. En la actualidad, deben evaluarse la perforación intestinal espontánea y sus asociaciones. Las presentes y futuras investigaciones podrían contribuir a aclarar el papel de las intervenciones mencionadas en la revisión preliminar de la literatura.",151
33775419,"Este artículo ha sido retirado por indicación del Editor Jefe de la revista, después de constatar que parte de su contenido había sido plagiado, sin mencionar la fuente original: European Heart Journal (2014) 35, 2873 926.: https://academic.oup.com/eurheartj/article/35/41/2873/407693#89325738 El autor de",correspondencia ha sido informado de la decisión y está de acuerdo con la retirada del artículo. El Comité Editorial lamenta las molestias que esta decisión pueda ocasionar. Puede consultar la política de Elsevier sobre la retirada de artículos en https://www.elsevier.com/about/our-business/policies/article-withdrawal,80
33661880,"El conducto arterioso permeable (CAP) es un defecto cardiaco congénito y se considera un problema de salud pública. Se presenta en un alto porcentaje de recién nacidos y en algunos mayores de 1 mes. El cierre farmacológico es el tratamiento inicial preferido, ya que ha tenido excelentes resultados; sin embargo, en aquellos casos en los que no es posible, está indicado el cierre quirúrgico. Evaluar la eficacia y la seguridad del cierre quirúrgico del CAP por cirujanos pediatras sin especialidad en cirugía cardiovascular. Ensayo clínico realizado en pacientes del Hospital General de Occidente, centro hospitalario público de segundo nivel, con diagnóstico de CAP, que requirieron corrección quirúrgica. Se revisaron en forma retrospectiva los expedientes de enero de 2001 a diciembre de 2018. Se incluyeron 224 pacientes divididos en dos grupos: grupo I, con 184 (82%) recién nacidos, y grupo II, con 40 (18%) niños grandes de 2 meses a 8 años de edad. A todos se les realizó cierre quirúrgico: 3 por toracoscopía y 221 por toracotomía posterolateral izquierda. Presentaron complicaciones 36 pacientes, lo que representa el 16% del total; solo el 5.3% fueron complicaciones mayores. Fallecieron 24 pacientes en el posoperatorio, lo que representa una mortalidad del 10.7%; ninguno falleció por complicaciones transquirúrgicas. El CAP es un defecto cardíaco congénito que se presenta en alto porcentaje en pacientes prematuros. El cierre farmacológico es el principal tratamiento por tener excelentes resultados en recién nacidos; sin embargo, en aquellos casos en los que no sea posible está indicado el cierre quirúrgico. Todos los pacientes fueron operados por cirujanos pediatras generales, con una sobrevida global del 92%. En los hospitales donde no hay cirujano cardiovascular pediátrico ni cardiólogo intervencionista, la corrección quirúrgica del CAP puede ser llevada a cabo por un cirujano pediatra. La técnica es reproducible, fácil de realizar y con mínimas complicaciones.","The Patent Ductus Arteriosus (PDA) is congenital heart defect and is considered a public health problem. It occurs in a high percentage of newborns and in some older than 1 month. Pharmacological closure is the preferred initial treatment, as it has had excellent results; however, in those cases where it is not possible, surgical closure is indicated. The objective is to evaluate the efficacy and safety of the surgical closure of the patent PDA when it is carried out by pediatric surgeons without specialization in cardiovascular surgery. This study was conducted at the West General Hospital, a 2nd level public hospital, with the diagnosis of patent ductus arteriosus that required surgical correction. For the collection of the information, the files from January 2001 to December 2018 were retrospectively reviewed. 224 patients were included; divided into two groups: Group I: 184 (82%) “newborns” and Group II: 40 (18%) “big children” with ages from 2 months to 8 years. All had a surgical closure; 3 by thoracoscopy and 221 by left posterolateral thoracotomy. 36 patients presented complications representing 16% of the total of patients, only 5.3% were major complications. 24 patients died in the postoperative period, representing a mortality of 10.7%, none died due to trans-surgical complications. PDA is a congenital heart defect that occurs in a high percentage of premature patients. The pharmacological closure is the principal treatment because it has had excellent results in newborns; however, in those cases where it is not possible, surgical closure it´s indicated. All patients were operated by general pediatric surgeons, with a global survival of 92%. We conclude that in hospitals where there is no pediatric cardiovascular surgeon or interventional cardiologist, the surgical correction of the PDA can be carried out by a general pediatric surgeon. The technique is reproducible, easy to perform and with minimal complications.",605
33661876,"La terapia de resincronización cardiaca mediante estimulación hisiana ha demostrado ser efectiva en pacientes con bloqueo de rama izquierda del haz de His e insuficiencia cardiaca. Paciente masculino, con 47 años de edad, con insuficiencia cardiaca, fracción de expulsión del 17% y miocardio dilatada idiopática, electrocardiograma en ritmo sinusal, bloqueo auriculoventricular de 1.<sup>er</sup> grado, intervalo PR 400 ms, bloqueo completo de rama derecha del haz de His, bloqueo del fascículo anterior de la rama izquierda del haz de His, duración del QRS 200 ms. Se decidió realizar estimulación selectiva del haz de His. La resincronización cardiaca biventricular convencional en pacientes con presencia de bloqueo completo de la rama derecha del haz de His no está indicada debido a la pobre respuesta al tratamiento. La estimulación hisiana permite reclutar la rama bloqueada y reestablecer la conducción a través de ella, de tal forma que, en ausencia de necrosis, se logre sincronía biventricular. En el caso presentado el reclutamiento de la rama derecha mediante estimulación hisiana se reflejó en el restablecimiento de la sincronía biventricular, medida por rastreo de marcas (speckle tracking) e","incremento significativo de la fracción de expulsión del ventrículo izquierdo del 17 al 36.6%, con un incremento absoluto del 19.6%. Cardiac resynchronization therapy has proven to be an effective therapy in patients with left bundle branch block and heart failure. Male, 47 years old, heart failure with a left ventricle ejection fraction of 17%, idiopathic heart failure. ECG with sinus rhythm, 1<sup>st</sup> degree AV block, PR 400 ms, complete right bundle branch block, anterior hemi-fascicle of the left bundle of His, and QRS duration 200 ms. We decided to perform a selective His bundle pacing. In patients with right bundle branch block the biventricular cardiac resynchronization is not indicated due to low treatment response. His bundle pacing allows recruiting the blocked branch and restoring conduction throughout it, therefore, in the absence of necrosis the biventricular synchrony is achieved. We presented a case of His bundle pacing with recruitment of the right bundle branch, which reestablish biventricular synchrony measured by speckle tracking, and with a significant increase of the left ventricle ejection fraction from 17 to 36.6%, with an absolute increase of 19.6%.",363
33661872,"Los exosomas tienen un papel clave en la comunicación intercelular. Debido a sus múltiples interacciones, estas estructuras cumplen con el papel de «mensajeros» de forma dinámica, transportando su contenido a células blanco específicas y generando nuevas señales celulares. En este artículo se describen algunas de las proteínas, lípidos y ácidos nucleicos que son transportados por estas vesículas y que se han relacionado con cardioprotección, con la finalidad de proporcionar información y generar interés sobre la relevancia de los exosomas como posibles","blancos diagnósticos y terapéuticos. Exosomes have a key role in intercellular communication. Due to their multiple interactions, these structures fulfill the role of “messengers” in a dynamic way, transporting their content to target-specific cells and generating new cellular signals. This article describes some of the proteins, lipids and nucleic acids that are transported by these vesicles and that have been related to cardioprotection, in order to provide information and generate interest in the relevance of exosomes as possible diagnostic and therapeutic targets.",163
33661871,"Los defectos cardíacos congénitos constituyen el 30% de todas las anomalías congénitas. La prevalencia es de 8/1,000 recién nacidos vivos, sin predominio de género. Para una planificación quirúrgica óptima es esencial una evaluación precisa de la anatomía en los defectos cardíacos congénitos. Las modalidades de imagen como el ecocardiograma, la angiografía por cateterismo cardíaco, la tomografía computarizada (TC) o la resonancia magnética (RM) se utilizan de forma regular para el diagnóstico de las cardiopatías congénitas. Estos métodos pueden proporcionar reconstrucciones virtuales en reconstrucción volumétrica o 3D, pero no réplicas táctiles reales de la anatomía cardíaca. Realizar modelos de corazón impresos en 3D con la finalidad de proporcionar réplicas táctiles 3D reales de la anatomía cardíaca para visualizar de forma detallada todas las perspectivas posibles de las estructuras extracardíacas o intracardíacas. Los datos de la imagen se obtuvieron en formato DICOM, se editaron en el paquete de software ""3D slicer 4.3"" y se exportaron para la impresión en formato de archivo (.stl). Con la impresión 3D se puede evaluar de forma detallada la anatomía intracardíaca y extracardíaca con modelos cardíacos en tiempo real. Esta técnica es de gran utilidad, sobre todo en los","defectos cardíacos congénitos complejos, ya que permite hacer una planificación precisa del procedimiento quirúrgico. Congenital heart disease makes up for 30% of all congenital anomalies. The prevalence is 8/1,000 live newborns, without predominance of gender. Imaging methods such as echocardiography, angiography, computed tomography or magnetic resonance imaging must be routinely used in congenital heart disease. The mentioned methods can provide virtual reconstructions in volumetric reconstruction or in three dimensional (3D), but only 3D-printed heart models can provide real 3D tactile replicas of cardiac anatomy. To make 3D printed heart models in order to provide real 3D tactile replicas of the cardiac anatomy that allow a detailed visualization from all possible perspectives, either of extracardiac or intracardiac structures. This information is useful for surgical decision making, especially in patients with complex cardiac defects. DICOM, edited in a software package “3D slicer 4.3” and exported for printing in file format (.stl). With 3D printing, the intracardiac and extracardiac anatomy can be evaluated in detail with real-scale cardiac models of the patient, avoiding unexpected findings. This technique is very useful especially in complex congenital heart defects, since it allows precise planning of the surgical procedure.",384
33661870,"Las alteraciones del intercambio gaseoso se han reconocido en la obesidad mórbida; sin embargo, no se conoce su comportamiento conforme se incrementa el índice de masa corporal. Conocer el comportamiento del intercambio gaseoso a la altura de la Ciudad de México en el desarrollo de obesidad mórbida. Mediante un diseño transversal analítico se estudió a sujetos pareados por género y edad de cuatro grupos diferentes de índice de masa corporal (kg/m<sup>2</sup>): normal (18.5-24.9), sobrepeso (25-29.9), obesidad (30-39.9) y obesidad mórbida (≥ 40). Se obtuvieron sus antecedentes patológicos y demográficos, variables de gasometría arterial y espirometría simple. Las variables se determinaron de acuerdo con las características de la muestra; las diferencias entre grupos se realizaron mediante Anova de una vía con ajuste de Bonferroni, así como la correlación de Pearson para las variables relacionadas. Una p < 0.05 se consideró con significación estadística. Se estudió a 560 pacientes en cuatro grupos. La edad promedio fue de 49 ± 11 años. La mayor frecuencia de diabetes mellitus (34.29%), hipertensión arterial (50%) e hiperlipidemia (36.43%) se registró en el grupo de obesidad, y la de roncador (73.57%) en la obesidad mórbida. Se identificaron diferencias desde el grupo normal respecto de la obesidad mórbida: PaCO<sub>2</sub> 31.37 ± 2.08 vs. 38.14 ± 5.10 mmHg; PaO<sub>2</sub> 68.28 ± 6.06 vs. 59.86 ± 9.28 mmHg y SaO<sub>2</sub> 93.51 ± 1.93 vs. 89.71 ± 5.37%, todas con p = 0.0001. Correlación IMC-PaCO<sub>2</sub>: 0.497, e IMC-PaO<sub>2</sub>: -0.365, p = 0.0001, respectivamente. A la altitud de la Ciudad de México y con índice de masa corporal > 30 kg/m<sup>2</sup>, las variables relacionadas con el intercambio gaseoso","y espirometría simple comienzan a deteriorarse; son evidentes con IMC > 40 kg/m<sup>2</sup>. Alterations of gas exchange have been recognized in morbid obesity, however, it is not known how their behavior would be as the body mass index increases. To know the behavior of gas exchange at the level of Mexico City in the development of morbid obesity. Through analytical design, subjects matched by gender and age were studied from four different groups of body mass index (kg/m<sup>2</sup>), normal (18.5-24.9), overweight (25-29.9), obesity (30-39.9) and morbid obesity (≥ 40). Their pathological and demographic antecedents, arterial blood gas and simple spirometry variables were obtained. The variables were shown according to their sample characteristic. The differences between groups were made using one way Anova with Bonferroni adjustment, as well as Pearson’s correlation for the related variables. Statistical significance was considered with p < 0.05. 560 subjects were studied in 4 groups. The average age 49 ± 11 years old. The highest frequency of diabetes mellitus (34.29%), arterial hypertension (50%) and hiperlipidemia (36.43%) was in the obesity group, and being snoring (73.57%) in morbid obesity. There were differences from the normal group versus. morbid obesity: PaCO<sub>2</sub> 31.37 ± 2.08 versus. 38.14 ± 5.10 mmHg; PaO<sub>2</sub> 68.28 ± 6.06 versus. 59.86 ± 9.28 mmHg and SaO<sub>2</sub> 93.51 ± 1.93 versus. 89.71 ± 5.37%, all with p = 0.0001. The IMC-PaCO<sub>2</sub> correlation: 0.497, and IMC-PaO<sub>2</sub>: −0.365, p = 0.0001 respectively. At the altitude of Mexico City and body mass index > 30 kg/m<sup>2</sup> the variables related to gas exchange and simple spirometry begin to deteriorate; are evident with BMI > 40 kg/m<sup>2</sup>.",533
33650532,"OBJETIVOS 1. Saber que ha sido de los requerimientos judiciales por presunta mala praxis, en relación a casos de torsión testicular (TT). 2. Comentar lo ajustable a protocolo y guía clínica, en referencia a los ""escrotos agudos - EA"" y",en concreto a lo que refiere a las TT. 3. Buscar vías que eviten los procedimientos judiciales en los EA y en concreto en las TT. 4. Conocer las conductas de riesgo e implantar las ajustadas a la normo praxis asistencial.,81
33434914,La pancreatitis aguda es una enfermedad inflamatoria del páncreas. Se observa con mayor frecuencia en niños bajo tratamiento por alguna enfermedad hematooncológica y se asocia principalmente con la administración de L-asparaginasa. Identificar esta complicación de forma temprana y establecer un plan terapéutico adecuado,"puede mejorar el pronóstico y reducir el riesgo de otras complicaciones. En este trabajo se realizó una revisión crítica de la literatura actual, con especial énfasis en los aspectos clínicos, el diagnóstico y el tratamiento de la pancreatitis aguda en niños con cáncer.",86
38620899,"Presentar nuestra experiencia y analizar el pronóstico de pacientes COVID-19 con ictus isquémico agudo por oclusión de grandes vasos tratados con neurointervencionismo (NIV) en la unidad de ictus. Se incluyeron todos los pacientes consecutivos con ictus isquémico agudo debido a oclusión de grandes vasos tratados por NIV en nuestra institución entre marzo y abril de 2020, durante el brote de COVID-19. Se realizó una comparación entre pacientes con COVID-19 y pacientes sin infección por coronavirus. Se comunican los resultados clínicos iniciales y a corto plazo. Del 1 de marzo al 30 de abril se realizaron 25 procedimientos de NIV por ictus isquémico agudo en nuestra institución. Ocho pacientes eran COVID-19 y 17 eran pacientes no COVID-19. La edad media de los pacientes con COVID-19 fue de 70,1 ±","12,23 años, y 7 fueron hombres (87,5%, p = 0,006). Mientras que todos los pacientes sin COVID procedían de urgencias, solo 5 pacientes con COVID-19 (62,5%) fueron atendidos desde urgencias por ictus (p = 0,01). Tres pacientes procedían de hospitalización. La tasa de mortalidad en pacientes sin COVID-19 fue del 5,8%, pero en pacientes con COVID-19 fue considerablemente alta (50%). Ningún parámetro analítico difirió entre ambos grupos. No se registraron hemorragias en esta serie.En comparación con el mismo período del año pasado, se observó una disminución de la actividad neurointervencionista del 39%. La mejor terapia médica y de NIV desembocó en malos resultados y una mortalidad dramática. La pandemia de COVID-19 dificultó significativamente el funcionamiento normal de los servicios de urgencias y la atención de estos pacientes con ictus.",257
33373357,"El síndrome cardiorrenal (SCR) es un trastorno en el que intervienen el corazón y los riñones, interactuando y produciendo una disfunción entre ellos en forma aguda o crónica. Existen diferentes fenotipos clínicos bien identificados como «desórdenes del corazón y riñón en los que la disfunción aguda o crónica en un órgano induce la disfunción aguda o crónica del otro». La alta incidencia de morbimortalidad cardiovascular presente en los pacientes con enfermedad renal crónica terminal (ERCT), en especial la insuficiencia cardiaca (IC), origina inicialmente una lesión miocárdica que conlleva remodelamiento ventricular, lo cual induce a la activación de mecanismos compensadores, entre los cuales el riñón es pieza fundamental, ya que regula la homeostasis hidroelectrolítica y así el volumen circulante, siendo esto en la etapa dialítica más evidente. Los cambios funcionales y anatómicos cardiovasculares que se producen en estos pacientes son muy prevalentes e incluyen las interacciones hemodinámicas del corazón y los riñones en la insuficiencia cardiaca, y el impacto de la enfermedad aterosclerótica en ambos sistemas de órganos. También describimos estrategias diagnósticas y terapéuticas aplicables al síndrome cardiorrenal, que determinan la importancia de la ecocardiografía como modelo de diagnóstico útil. Finalmente, se analizan las posibilidades de tratamiento y la remisión de las alteraciones funcionales cardiacas con","el trasplante renal en los pacientes con ERCT. Cardiorenal syndrome (CRS) is a disorder in which the heart and kidneys are involved, interacting and producing a dysfunction between them in an acute or chronic way. There are different clinical phenotypes well identified as “heart and kidney disorders in which acute or chronic dysfunction in one organ induces acute or chronic dysfunction in the other”. The high incidence of cardiovascular morbimortality in patients with chronic terminal kidney disease (CKD), especially heart failure (HF), initially causes a myocardial lesion that leads to ventricular remodeling, which induces the activation of compensatory mechanisms, among which the kidney is a fundamental part since it regulates the hydroelectrolytic homeostasis and thus the circulating volume, being this in the dialytic stage more evident. The functional and anatomical changes at cardiovascular level that occur in these patients are very prevalent, and include hemodynamic interactions of the heart and kidneys in heart failure and the impact of atherosclerotic disease in both organ systems. We also describe diagnostic and therapeutic strategies applicable to cardiorenal syndrome, which determine the importance of echocardiography as a useful diagnostic model. Finally, we analyze the possibilities of treatment and remission of cardiac functional alterations with renal transplantation in patients with T-CKD.",411
33373354,"La válvula aórtica bicúspide es la cardiopatía congénita más frecuente en la población general. Lejos de ser solo una malformación valvular inocua, supone una enfermedad compleja y heterogénea. A menudo es identificada como un hallazgo incidental en personas sanas, cursando de manera asintomática. Sin embargo, en un alto porcentaje de pacientes conduce a lo largo de su vida a complicaciones valvulares (estenosis, insuficiencia, endocarditis) o aórticas (dilatación o disección). Con frecuencia estas manifestaciones suceden a una edad temprana y causan una elevada morbimortalidad. A pesar de que en los últimos años se ha producido una intensa investigación en este campo, la fisiopatogenia de la enfermedad no es del todo conocida y muchas preguntas siguen abiertas. En este artículo se revisan de forma actualizada los aspectos clínicos y fisiopatológicos más novedosos","y relevantes sobre esta cardiopatía congénita. The most common congenital heart disease in the general population is the bicuspid aortic valve. Far from being just a harmless valve malformation, it is a complex and heterogeneous disease. It is often identified as an incidental finding in healthy people. However, in a high percentage of patients it leads throughout their life towards valvular (stenosis, insufficiency, endocarditis) or aortic (dilatation or dissection) complications. Frequently, manifestations occur at an early age, being responsible for high morbidity and mortality. Even though in recent years intense research has been carried out in this field, the pathophysiogenesis of the disease is not fully known and many questions remain open. In this article, we review the most innovative and relevant clinical and pathophysiological aspects of this congenital heart disease.",261
33373349,"La insuficiencia valvular mitral provoca el vaciado simultáneo hacia la aorta y la aurícula izquierda durante la sístole ventricular, lo que produce una disminución del volumen hacia la circulación sistémica. En este estudio se busca obtener un dato preciso del porcentaje de volumen expulsado en sentido anterógrado en pacientes con insuficiencia mitral. Se aplica una fórmula ecocardiográfica de ""corrección"" de la fracción de expulsión del ventrículo izquierdo (FEVI) en 114 pacientes con insuficiencia mitral, con base en la medición de la fracción regurgitante. La corrección de la FEVI demostró que el 44.7% de los casos (n = 51) debe reclasificarse en cuanto a la calidad de su función sistólica ventricular izquierda. De 79 sujetos con FEVI normal (≥ 50%) sólo se mantuvieron 32 en la misma categoría; en el grupo con FEVI moderadamente reducida (intervalo intermedio, 40-49.9%) se pasó de 6 a 23 casos y, en aquéllos con FEVI reducida (< 40%), el grupo aumentó de 29 a 59; el subgrupo de pacientes con FEVI < 30% se incrementó de 21 a 41 sujetos. Puesto que en la mayoría de las guías de tratamiento la FEVI se usa para estratificar riesgos e indicaciones terapéuticas, los autores creen que la ponderación de la insuficiencia mitral puede incrementar la precisión del tratamiento y la posibilidad de incluir a pacientes que no están","considerados en esos tratamientos en el momento actual. Mitral valve regurgitation causes simultaneous emptying to the aorta and left atrium during ventricular systole, generating a decrease in volume supply to the systemic circulation. In this study we seek to obtain an accurate data on the percentage of volume expelled in the anterograde direction in patients with mitral regurgitation. An echocardiographic formula for “correction” of the left ventricular ejection fraction (LVEF) was applied in 114 patients with mitral regurgitation, based on the measurement of the regurgitant fraction. Correction of the LVEF showed that 44.7% of cases (n = 51) should be reclassified in terms of the quality of their left ventricular systolic function. Of 79 subjects with normal LVEF (≥ 50%) only 32 remained in the same category; in the group with moderately reduced LVEF (medium range, 40-49.9%) it went from 6 to 23 cases and, in those with reduced LVEF (< 40%), the group increased from 29 to 59; the subgroup of patients with LVEF < 30% increased from 21 to 41 subjects. Given that in most treatment guidelines LVEF is used to stratify risks and therapeutic indications, the authors believe that the weighting of mitral regurgitation can increase the accuracy of treatment, and the possibility of including patients who, at this current moment, are not considered for these therapies.",440
33373347,"Comparar las tasas de recurrencia de revascularización coronaria (cirugía o intervención coronaria percutánea), nuevo evento isquémico o muerte en pacientes con puentes secuenciales y con puentes simples. Cohortes ambispectivas de pacientes sometidos a cirugía de revascularización coronaria secuencial (n = 111) o simple (n = 145) entre el 1 de enero de 2013 y el 31 de diciembre de 2017. Pacientes mayores de 18 años en un primer procedimiento de revascularización, con circulación extracorpórea. Para el seguimiento se realizó revisión del expediente o comunicación telefónica hasta el 9 de febrero de 2019. Se investigaron los siguientes desenlaces: reintervención por isquemia coronaria, nuevo evento isquémico documentado o muerte atribuida a cardiopatía isquémica; también se obtuvieron curvas de sobrevida. La proporción de recurrencia según la técnica quirúrgica no fue estadísticamente diferente: secuencial 6.5% (intervalo de confianza del 95% [IC95%]: 2.6-12.6%) contra simple 4.8% (IC95%: 2-9.7%; p = 0.60; análisis bayesiano BF<sub>10</sub> = 0.37; evidencia moderada a no diferencia), todos por nuevo evento isquémico y un fallecimiento por grupo. No hubo diferencias en el tiempo de seguimiento: secuencial 59 meses (IC95%: 56-62) y simple 66 meses (IC95%: 64-68). No encontramos diferencia en las tasas de incidencia de recurrencia: secuencial 1.99 eventos/10<sup>3</sup> meses-paciente contra simple 1.47 (hazard ratio: 1.34; IC95%: 0.47-3.8; p = 0.58). El tiempo promedio de pinzamiento y de circulación extracorpórea por puente fue menor en el grupo de puentes combinados (41.44 minutos de circulación extracorpórea y 24.69 minutos de pinzamiento/puente) que en el de puentes simples (43 minutos en circulación extracorpórea y 26.4 minutos de pinzamiento/puente) cuando se ajusta al promedio de puentes colocados (simples 2.7 y secuencial 3.25; p < 0.001); sin embargo, no se encontró significancia estadística (p","= 0.7). Ambos procedimientos tuvieron una baja incidencia de recurrencia de eventos clínicos, sin diferencias entre las técnicas quirúrgicas. To compare the recurrence rates of revascularization (redo CABG or PCI), new ischemic event or death in patients with simple grafts and patients with sequential grafts. Study design is an ambispective cohort of patients that underwent CABG by sequential grafting (n = 111) or simple grafting (n = 145) between January 1<sup>st</sup>, 2013 and December 31<sup>st</sup>, 2017. Patients had to be 18 years old at the time of surgery, undergoing their first on-pump CABG. The clinical record of every patient was carefully reviewed and patients who had incomplete follow-up in external consultation were contacted by telephone in order to obtain data about ischemia related reintervention (CABG or PCI), new documented ischemic event or death caused by coronary artery disease, Kaplan-Meier estimators were calculated. The proportion of recurrence depending on technique was not statistically different: sequential (6.5% [CI95% 2.6-12.6%] versus simple 4.8% [CI95% 2-9.7%], p = 0.60, Bayesian analysis BF<sub>10</sub> = 0.37; moderate evidence to no difference), each one related to new ischemic event and one death per group. There were no differences in follow-up time (sequential 59m [CI95% 56-62] simple 66m [CI95% 64-68]). No difference was found regarding recurrence incidence rates; sequential 1.99 events x 10<sup>3</sup> months-patient, versus simple 1.47 (HR=1.34; CI95% 0.47-3.8, p = 0.58). Pump and cross-clamping times were lower for sequential technique (41.44 min; 24.69 min respectively) versus simple technique (43 min; 26.4 min respectively) with a p = 0.7 after adjusting to mean grafts per surgery (2.7 simple; 3.25 sequential, p < 0.001). Both techniques had a low incidence of clinical recurrence, without significant differences between procedures.",559
